50,32,8,512
50,32,16,8
50,32,16,16
50,32,16,32
50,32,16,64
50,32,16,128
50,32,16,256
50,32,16,512
50,32,32,8
50,32,32,16
50,32,32,32
50,32,32,64
50,32,32,128
50,32,32,256
50,32,32,512
50,64,1,8
50,64,1,16
50,64,1,32
50,64,1,64
50,64,1,128
50,64,1,256
50,64,1,512
50,64,2,8
50,64,2,16
50,64,2,32
50,64,2,64
50,64,2,128
50,64,2,256
50,64,2,512
50,64,4,8
50,64,4,16
50,64,4,32
50,64,4,64
50,64,4,128
50,64,4,256
50,64,4,512
50,64,8,8
50,64,8,16
50,64,8,32
50,64,8,64
50,64,8,128
50,64,8,256
50,64,8,512
50,64,16,8
50,64,16,16
50,64,16,32
50,64,16,64
50,64,16,128
50,64,16,256
50,64,16,512
50,64,32,8
50,64,32,16
50,64,32,32
50,64,32,64
50,64,32,128
50,64,32,256
50,64,32,512
50,64,64,8
50,64,64,16
50,64,64,32
50,64,64,64
50,64,64,128
50,64,64,256
50,64,64,512
100,1,1,8
100,1,1,16
100,1,1,32
100,1,1,64
100,1,1,128
100,1,1,256
100,1,1,512
100,2,1,8
100,2,1,16
100,2,1,32
100,2,1,64
100,2,1,128
100,2,1,256
100,2,1,512
100,2,2,8
100,2,2,16
100,2,2,32
100,2,2,64
100,2,2,128
100,2,2,256
100,2,2,512
100,4,1,8
100,4,1,16
100,4,1,32
100,4,1,64
100,4,1,128
100,4,1,256
100,4,1,512
100,4,2,8
100,4,2,16
100,4,2,32
100,4,2,64
100,4,2,128
100,4,2,256
100,4,2,512
100,4,4,8
100,4,4,16
100,4,4,32
100,4,4,64
100,4,4,128
100,4,4,256
100,4,4,512
100,8,1,8
100,8,1,16
100,8,1,32
100,8,1,64
100,8,1,128
100,8,1,256
100,8,1,512
100,8,2,8
100,8,2,16
100,8,2,32
100,8,2,64
100,8,2,128
100,8,2,256
100,8,2,512
100,8,4,8
100,8,4,16
100,8,4,32
100,8,4,64
100,8,4,128
100,8,4,256
100,8,4,512
100,8,8,8
100,8,8,16
100,8,8,32
100,8,8,64
100,8,8,128
100,8,8,256
100,8,8,512
100,16,1,8
100,16,1,16
100,16,1,32
100,16,1,64
100,16,1,128
100,16,1,256
100,16,1,512
100,16,2,8
100,16,2,16
100,16,2,32
100,16,2,64
100,16,2,128
100,16,2,256
100,16,2,512
100,16,4,8
100,16,4,16
100,16,4,32
100,16,4,64
100,16,4,128
100,16,4,256
100,16,4,512
100,16,8,8
100,16,8,16
100,16,8,32
100,16,8,64
100,16,8,128
100,16,8,256
100,16,8,512
100,16,16,8
100,16,16,16
100,16,16,32
100,16,16,64
100,16,16,128
100,16,16,256
100,16,16,512
100,32,1,8
100,32,1,16
100,32,1,32
100,32,1,64
100,32,1,128
100,32,1,256
100,32,1,512
100,32,2,8
100,32,2,16
100,32,2,32
100,32,2,64
100,32,2,128
100,32,2,256
100,32,2,512
100,32,4,8
100,32,4,16
100,32,4,32
100,32,4,64
100,32,4,128
100,32,4,256
100,32,4,512
100,32,8,8
100,32,8,16
100,32,8,32
100,32,8,64
100,32,8,128
100,32,8,256
100,32,8,512
100,32,16,8
100,32,16,16
100,32,16,32
100,32,16,64
100,32,16,128
100,32,16,256
100,32,16,512
100,32,32,8
100,32,32,16
100,32,32,32
100,32,32,64
100,32,32,128
100,32,32,256
100,32,32,512
100,64,1,8
100,64,1,16
100,64,1,32
100,64,1,64
100,64,1,128
100,64,1,256
100,64,1,512
100,64,2,8
100,64,2,16
100,64,2,32
100,64,2,64
100,64,2,128
100,64,2,256
100,64,2,512
100,64,4,8
100,64,4,16
100,64,4,32
100,64,4,64
100,64,4,128
100,64,4,256
100,64,4,512
100,64,8,8
100,64,8,16
100,64,8,32
100,64,8,64
100,64,8,128
100,64,8,256
100,64,8,512
100,64,16,8
100,64,16,16
100,64,16,32
100,64,16,64
100,64,16,128
100,64,16,256
100,64,16,512
100,64,32,8
100,64,32,16
100,64,32,32
100,64,32,64
100,64,32,128
100,64,32,256
100,64,32,512
100,64,64,8
100,64,64,16
100,64,64,32
100,64,64,64
100,64,64,128
100,64,64,256
100,64,64,512
